variant,label,family,role,split,task_id,seed,shifted,score
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.538015
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.422965
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.5343899999999999
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.5254
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.3101
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.5466949999999999
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.566365
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.452655
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,105,True,0.53321
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.4466
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.3832
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.5263
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.50648
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.5042599999999999
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.50878
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.3425
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.3776
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.45104
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.38216
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.5265599999999999
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,105,True,0.35768
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.3011
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.4122
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.30738
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.23926999999999998
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.38981999999999994
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.36921000000000004
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.3246
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.4117
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.33343
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.262845
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.41577
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,106,True,0.376435
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.3032
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.3765
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.30895500000000004
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.254415
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.384255
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.31422
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.3042
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.3783
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.30988499999999997
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.248115
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.385545
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,106,True,0.33663
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.42
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.4994
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.49976
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.42479
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.59964
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.42467
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.42
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.4994
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.49976
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.42479
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.59964
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,106,True,0.42467
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.2792
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.3584
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.29336
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.22544
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.36504
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.34712
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.2776
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.3552
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.29208
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.22432000000000002
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.36312
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,107,True,0.34536
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.4999
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.3381
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.513375
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.534015
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.434475
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.51288
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.5352
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.3381
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.5568
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.5774400000000001
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.4779
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,107,True,0.51288
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.311
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.4174
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.31696
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.24609
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.40044
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.37957
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.3567
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.4446
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.40284
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.33061
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.49176
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,107,True,0.39453000000000005
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.2936
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.3147
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.30465
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.246415
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.36759
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.300585
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.2892
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.3153
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.30519
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.241925
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.36825
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,108,True,0.31591500000000006
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.2951
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.2973
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.312375
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.24751
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.371835
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.313515
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.2985
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.2966
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.316685
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.251855
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.376005
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,108,True,0.31313
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.3467
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.3888
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.447825
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.37838499999999997
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.525585
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.36384
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.348
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.391
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.44848
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.37893
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.52668
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,108,True,0.36505
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.5416
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.3631
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.59824
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.6235850000000001
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.48885999999999996
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.615205
original,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.4976
utility_only,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.3577
balanced,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.54283
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.5444450000000001
adaptation_light,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.48036999999999996
no_coherence,gemma4:26b,gemma4,primary_model,core,task3_startup_week,109,True,0.540235
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.3013
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.3234
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.31557
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.2494
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.38025000000000003
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.32787
original,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.6362
utility_only,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.329
balanced,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.66821
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.69901
adaptation_light,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.5395099999999999
no_coherence,gemma4:26b,gemma4,primary_model,core,task6_incident_response_week,109,True,0.6227
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.4034
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.4733
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.48932
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.415655
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.5839799999999999
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.410315
original,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.3461
utility_only,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.4409
balanced,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.3794
adaptation_heavy,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.30735500000000004
adaptation_light,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.46758
no_coherence,gemma4:26b,gemma4,primary_model,core,task7_quarterly_headcount_plan,109,True,0.39249500000000004
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.2935
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.3694
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.28651
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.23803999999999997
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.36039
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.29317000000000004
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.2932
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.3689
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.28631
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.237865
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.36009
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,100,True,0.292895
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.3471
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.3433
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.36852999999999997
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.301365
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.43718999999999997
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.338815
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.3368
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.346
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.35541999999999996
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.28812
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.42462
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,100,True,0.3403
original,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.3645
utility_only,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.4568
balanced,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.40771999999999997
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.33488
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.49907999999999997
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.40124000000000004
original,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.4069
utility_only,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.4788
balanced,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.49152
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.41757999999999995
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.58728
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,100,True,0.41334000000000004
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.401
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.3954
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.40892999999999996
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.34165999999999996
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.48800999999999994
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.35997
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.4109
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.394
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.41896
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.35175999999999996
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.49776
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,101,True,0.3592
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.3339
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.3548
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.35033000000000003
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.28259
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.42129
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.34514
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.339
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.3548
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.356555
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.288815
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.427515
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,101,True,0.34514
original,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.4181
utility_only,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.5011
balanced,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.49252
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.417465
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.59274
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.425605
original,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.4214
utility_only,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.5016
balanced,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.50064
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.42556
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.6009599999999999
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,101,True,0.42588000000000004
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.3892
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.3909
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.40011
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.330565
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.47829
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.364995
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.3888
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.39
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.39975000000000005
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.33025
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.47775
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,102,True,0.36450000000000005
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.3478
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.3556
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.36724
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.29946
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.43836
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.34558
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.3708
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.3573
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.39534
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.327475
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.4668
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,102,True,0.346515
original,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.3892
utility_only,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.464
balanced,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.46364
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.39044
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.5564399999999999
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.4052
original,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.3947
utility_only,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.4727
balanced,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.46712
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.393485
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.5616599999999999
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task7_quarterly_headcount_plan,102,True,0.40998500000000004
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4359
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4236
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.47436428571428574
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4389583333333333
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4630833333333334
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.5363999999999999
original,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4359
utility_only,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4236
balanced,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.47436428571428574
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4389583333333333
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.4630833333333334
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task3_startup_week,103,False,0.5363999999999999
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.5447
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.392
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.58175
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.5627083333333334
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.5395833333333333
no_coherence,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.5222857142857142
original,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.4956
utility_only,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.392
balanced,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.5207428571428572
adaptation_heavy,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.49153333333333327
adaptation_light,gemma4:26b,gemma4,primary_model,heldout,task6_incident_response_week,103,False,0.49213333333333337
